FlightHour,HourlyAvgTemperature,HourlyAvgDewPoint,HourlyAvgRelativeHumidity,HourlyAvgWindSpeed,HourlyAvgVisibility
2023-04-18 18,77.0,36.0,22.64,5.0,10.0
2023-04-18 19,78.0,35.0,21.07,7.0,10.0
2023-04-18 20,79.0,39.0,23.85,8.0,10.0
2023-04-18 21,80.0,38.0,22.03,7.0,10.0
2023-04-18 22,78.0,39.0,24.56,6.0,10.0
2023-04-18 23,75.0,39.0,27.23,4.0,10.0
2023-04-19 00,72.0,39.0,30.12,4.0,10.0
2023-04-19 01,68.0,40.0,35.76,6.0,10.0
2023-04-19 02,67.0,42.0,40.45,4.0,10.0
2023-04-19 03,66.0,42.0,41.73,4.0,10.0
2023-04-19 04,64.0,41.0,42.88,3.0,10.0
2023-04-19 05,62.0,42.0,47.83,3.0,10.0
2023-04-19 06,58.0,45.0,62.07,0.0,10.0
2023-04-19 07,59.0,44.0,57.66,3.0,10.0
2023-04-19 08,56.0,45.0,66.72,0.0,10.0
2023-04-19 09,55.0,46.0,71.6,0.0,10.0
2023-04-19 10,55.0,45.0,68.93,0.0,10.0
2023-04-19 11,58.0,44.0,59.98,0.0,10.0
2023-04-19 12,66.0,46.0,48.43,0.0,10.0
2023-04-19 13,72.0,45.0,37.96,0.0,10.0
2023-04-19 14,75.0,44.0,33.16,4.0,10.0
2023-04-19 15,78.0,41.0,26.55,6.0,10.0
2023-04-19 16,79.0,42.0,26.89,3.0,10.0
2023-04-19 17,80.0,39.0,23.0,6.0,10.0
2023-04-19 18,82.0,42.0,24.38,5.0,10.0
2023-04-19 19,82.0,38.0,20.71,7.0,10.0
2023-04-19 20,83.0,40.0,21.75,9.0,10.0
2023-04-19 21,82.0,41.0,23.37,6.0,10.0
2023-04-19 22,81.0,40.0,23.13,7.0,10.0
2023-04-19 23,78.0,43.0,28.68,4.0,10.0
2023-04-20 00,74.0,45.0,35.6,3.0,10.0
2023-04-20 01,72.0,45.0,37.96,4.0,10.0
2023-04-20 02,70.0,45.0,40.63,5.0,10.0
2023-04-20 03,68.0,46.0,45.19,3.0,10.0
2023-04-20 04,66.0,46.0,48.43,3.0,10.0
2023-04-20 05,64.0,46.0,51.93,0.0,10.0
2023-04-20 06,64.0,45.0,49.99,0.0,10.0
2023-04-20 07,61.0,46.0,57.72,0.0,8.0
2023-04-20 08,61.0,46.0,57.72,0.0,10.0
2023-04-20 09,60.0,46.0,59.59,4.0,10.0
2023-04-20 10,60.0,46.0,59.59,4.0,10.0
2023-04-20 11,60.0,47.0,61.65,5.0,10.0
2023-04-20 12,65.0,48.0,54.26,3.0,10.0
2023-04-20 13,68.5,48.6,48.82,3.0,9.5
2023-04-20 14,75.0,48.0,38.43,5.0,10.0
2023-04-20 15,78.0,47.0,33.26,6.0,10.0
2023-04-20 16,80.0,46.0,30.11,9.0,10.0
2023-04-20 17,82.0,48.0,30.51,7.0,10.0
2023-04-20 18,83.0,46.0,27.48,11.0,10.0
2023-04-20 19,83.0,46.0,27.48,11.0,10.0
2023-04-20 20,82.0,48.0,30.51,8.0,10.0
2023-04-20 21,82.0,45.0,27.24,7.0,10.0
2023-04-20 22,81.0,45.0,28.15,10.0,10.0
2023-04-20 23,79.0,46.0,31.21,6.0,10.0
2023-04-21 00,74.0,49.0,41.24,5.0,10.0
2023-04-21 01,73.0,49.0,42.51,6.0,10.0
2023-04-21 02,72.0,50.0,45.81,6.0,10.0
2023-04-21 03,70.0,50.0,49.03,5.0,10.0
2023-04-21 04,69.0,50.0,50.56,6.0,10.0
2023-04-21 05,67.0,49.0,52.35,7.0,10.0
2023-04-21 06,65.0,49.0,56.12,6.0,10.0
2023-04-21 07,64.0,49.0,57.91,6.0,10.0
2023-04-21 08,62.0,49.0,61.91,7.0,10.0
2023-04-21 09,61.0,49.0,64.37,5.0,10.0
2023-04-21 10,59.0,50.0,72.01,3.0,10.0
2023-04-21 11,60.0,50.0,69.24,3.0,10.0
2023-04-21 12,64.0,52.0,64.97,7.0,10.0
2023-04-21 13,68.0,54.0,60.86,10.0,10.0
2023-04-21 14,71.0,53.0,52.96,9.0,10.0
2023-04-21 15,74.0,49.0,41.24,7.0,10.0
2023-04-21 16,77.0,51.0,40.36,7.0,10.0
2023-04-21 17,76.0,50.0,40.19,5.0,10.0
2023-04-21 18,78.0,50.0,37.36,9.0,10.0
2023-04-21 19,78.0,48.0,34.67,9.0,10.0
2023-04-21 20,77.0,49.0,37.19,9.0,10.0
2023-04-21 21,77.0,49.0,37.19,6.0,10.0
2023-04-21 22,76.0,50.0,40.19,9.0,10.0
2023-04-21 23,74.0,52.0,46.27,4.0,10.0
2023-04-22 00,73.0,52.0,47.69,5.0,10.0
2023-04-22 01,71.0,52.0,50.86,6.0,10.0
2023-04-22 02,71.0,51.0,49.2,7.0,10.0
2023-04-22 03,69.0,51.0,52.67,6.0,10.0
2023-04-22 04,68.0,51.0,54.7,7.0,10.0
2023-04-22 05,66.0,52.0,60.6,4.0,10.0
2023-04-22 06,66.0,54.0,65.21,11.0,10.0
2023-04-22 07,66.55,56.8,70.92,9.5,10.0
2023-04-22 08,64.5,58.0,79.3,7.0,9.0
2023-04-22 09,62.5,59.0,88.17,9.5,7.5
2023-04-22 10,60.0,56.0,85.99,11.0,8.0
2023-04-22 11,59.0,56.0,89.44,9.0,10.0
2023-04-22 12,60.0,56.0,85.99,9.0,10.0
2023-04-22 13,58.0,54.0,86.82,9.0,10.0
2023-04-22 14,58.5,50.0,73.46,16.0,10.0
2023-04-22 15,62.0,48.5,62.03,14.5,10.0
2023-04-22 16,67.0,41.0,38.76,13.0,10.0
2023-04-22 17,69.0,38.0,31.85,16.0,10.0
2023-04-22 18,69.0,38.0,31.85,12.0,10.0
2023-04-22 19,70.0,34.0,26.46,18.0,10.0
2023-04-22 20,71.0,28.9,20.74,16.0,10.0
2023-04-22 21,70.0,30.9,23.36,17.0,10.0
2023-04-22 22,69.0,30.9,24.09,14.0,10.0
2023-04-22 23,67.0,30.0,25.05,10.0,10.0
2023-04-23 00,63.0,32.0,31.12,6.0,10.0
2023-04-23 01,61.0,35.0,37.81,3.0,10.0
2023-04-23 02,60.0,36.0,40.46,4.0,10.0
2023-04-23 03,56.0,37.0,48.95,3.0,10.0
2023-04-23 04,55.0,36.0,48.62,4.0,10.0
2023-04-23 05,55.0,37.0,50.58,4.0,10.0
2023-04-23 06,54.0,38.0,54.34,5.0,10.0
2023-04-23 07,52.0,38.0,58.48,4.0,10.0
2023-04-23 08,52.0,40.0,63.24,6.0,10.0
2023-04-23 09,52.0,41.0,66.0,7.0,10.0
2023-04-23 10,51.0,41.0,68.23,7.0,10.0
2023-04-23 11,53.0,41.0,63.38,4.0,10.0
2023-04-23 12,57.0,42.0,57.38,6.0,10.0
2023-04-23 13,60.0,41.0,49.21,5.0,10.0
2023-04-23 14,63.0,39.0,41.09,10.0,10.0
2023-04-23 15,65.0,39.0,38.44,9.0,10.0
2023-04-23 16,67.0,38.0,34.35,9.0,10.0
2023-04-23 17,67.0,39.0,35.86,7.0,10.0
2023-04-23 18,69.0,40.0,34.43,5.0,10.0
2023-04-23 19,69.0,41.0,35.94,4.0,10.0
2023-04-23 20,69.0,41.0,35.94,6.0,10.0
2023-04-23 21,69.0,41.0,35.94,12.0,10.0
2023-04-23 22,66.0,42.0,41.73,13.0,10.0
2023-04-23 23,64.0,40.0,41.09,10.0,10.0
2023-04-24 00,63.0,41.0,44.41,8.0,10.0
2023-04-24 01,61.0,41.0,47.66,10.0,10.0
2023-04-24 02,59.0,42.0,53.4,10.0,10.0
2023-04-24 03,58.0,41.0,53.24,8.0,10.0
2023-04-24 04,56.0,39.0,52.94,9.0,10.0
2023-04-24 05,54.0,39.0,56.74,11.0,10.0
2023-04-24 06,53.0,38.0,56.17,7.0,10.0
2023-04-24 07,51.0,37.0,58.36,7.0,10.0
2023-04-24 08,51.0,37.0,58.36,7.0,10.0
2023-04-24 09,51.0,34.0,51.81,9.0,10.0
2023-04-24 10,50.0,34.0,53.97,6.0,10.0
2023-04-24 11,50.0,35.0,56.39,8.0,10.0
2023-04-24 12,52.0,36.0,54.26,6.0,10.0
2023-04-24 13,55.0,33.0,43.31,7.0,10.0
2023-04-24 14,57.0,32.0,38.54,5.0,10.0
2023-04-24 15,60.0,33.0,36.05,6.0,10.0
2023-04-24 16,61.0,32.0,33.4,5.0,10.0
2023-04-24 17,63.0,32.0,31.12,4.0,10.0
2023-04-24 18,66.0,33.0,29.29,4.0,10.0
2023-04-24 19,67.0,28.9,23.95,9.0,10.0
2023-04-24 20,69.0,30.9,24.09,10.0,10.0
2023-04-24 21,68.0,32.0,26.15,7.0,10.0
2023-04-24 22,66.0,28.9,24.71,11.0,10.0
2023-04-24 23,63.0,28.9,27.44,9.0,10.0
2023-04-25 00,60.0,30.9,32.99,11.0,10.0
2023-04-25 01,58.0,30.0,34.41,11.0,10.0
2023-04-25 02,56.0,30.9,38.36,10.0,10.0
2023-04-25 03,54.0,32.0,42.98,7.0,10.0
2023-04-25 04,52.0,34.0,50.12,6.0,10.0
2023-04-25 05,50.0,35.0,56.39,6.0,10.0
2023-04-25 06,50.0,34.0,53.97,6.0,10.0
2023-04-25 07,50.0,34.0,53.97,5.0,10.0
2023-04-25 08,49.0,35.0,58.75,5.0,10.0
2023-04-25 09,47.0,36.0,65.63,6.0,10.0
2023-04-25 10,48.0,36.0,62.97,4.0,10.0
2023-04-25 11,50.0,36.0,58.44,6.0,10.0
2023-04-25 12,53.0,38.0,56.17,7.0,10.0
2023-04-25 13,56.0,40.0,54.83,5.0,10.0
2023-04-25 14,61.0,42.0,49.73,6.0,10.0
2023-04-25 15,65.0,43.0,44.88,6.0,10.0
2023-04-25 16,68.0,43.0,40.31,6.0,10.0
2023-04-25 17,70.0,45.0,40.63,7.0,10.0
2023-04-25 18,73.0,44.0,35.46,4.0,10.0
2023-04-25 19,71.0,44.0,37.81,3.0,10.0
2023-04-25 20,71.0,43.0,36.25,5.0,10.0
2023-04-25 21,74.0,43.0,32.98,4.0,10.0
2023-04-25 22,72.0,46.0,39.42,10.0,10.0
2023-04-25 23,69.0,48.0,46.92,10.0,10.0
2023-04-26 00,67.0,48.0,50.62,12.0,10.0
2023-04-26 01,63.0,47.0,55.64,9.0,10.0
2023-04-26 02,63.0,46.0,53.78,13.0,10.0
2023-04-26 03,61.0,46.0,57.72,12.0,10.0
2023-04-26 04,60.0,45.0,57.37,11.0,10.0
2023-04-26 05,60.0,46.0,59.59,10.5,10.0
2023-04-26 06,60.0,46.0,59.59,10.0,10.0
2023-04-26 07,60.0,46.0,59.59,9.0,10.0
2023-04-26 08,59.0,46.0,61.98,10.0,10.0
2023-04-26 09,58.0,46.0,64.47,13.0,10.0
2023-04-26 10,57.1,46.7,68.01,11.5,10.0
2023-04-26 11,56.5,48.0,73.26,9.0,10.0
2023-04-26 12,57.0,48.0,71.81,10.0,10.0
2023-04-26 13,59.0,49.0,69.12,9.0,10.0
2023-04-26 14,59.0,49.0,69.12,10.0,10.0
2023-04-26 15,60.0,50.0,69.24,8.0,10.0
2023-04-26 16,60.0,50.0,69.24,11.0,10.0
2023-04-26 17,61.0,52.0,72.22,10.0,9.0
2023-04-26 18,60.0,53.0,77.65,10.0,10.0
2023-04-26 19,58.5,53.0,82.06,9.0,8.0
2023-04-26 20,58.0,52.0,80.67,9.0,10.0
2023-04-26 21,58.0,52.0,80.67,11.0,10.0
2023-04-26 22,58.0,51.0,78.03,9.0,10.0
2023-04-26 23,58.0,51.0,77.81,11.5,10.0
2023-04-27 00,57.0,51.0,80.6,8.0,10.0
2023-04-27 01,57.0,52.0,83.33,10.0,10.0
2023-04-27 02,56.5,52.0,85.02,12.0,10.0
2023-04-27 03,56.0,52.0,86.71,11.0,10.0
2023-04-27 04,56.0,52.0,86.71,9.0,10.0
2023-04-27 05,56.0,52.0,86.71,3.0,10.0
2023-04-27 06,56.0,52.0,86.71,10.0,10.0
2023-04-27 07,56.0,52.0,86.71,10.0,10.0
2023-04-27 08,56.0,53.0,90.29,12.0,10.0
2023-04-27 09,56.0,53.0,90.29,9.0,8.0
2023-04-27 10,56.0,54.0,93.32,10.0,1.67
2023-04-27 11,56.0,54.0,93.32,11.0,1.0
2023-04-27 12,55.7,55.2,98.39,9.5,0.5
2023-04-27 13,57.0,55.0,93.01,11.0,0.5
2023-04-27 14,58.0,56.0,93.04,9.0,0.5
2023-04-27 15,59.0,57.0,93.07,7.0,0.5
2023-04-27 16,59.0,57.0,93.07,4.0,0.5
2023-04-27 17,60.0,58.0,92.43,6.0,2.0
2023-04-27 18,60.0,58.0,92.43,6.0,2.0
2023-04-27 19,61.0,58.0,89.52,10.0,7.0
2023-04-27 20,62.0,58.0,86.11,8.0,8.0
2023-04-27 21,62.0,59.0,89.57,7.0,10.0
2023-04-27 22,61.0,58.0,89.52,11.0,10.0
2023-04-27 23,61.0,58.33,90.72,9.0,4.67
2023-04-28 00,61.0,58.0,89.52,9.0,10.0
2023-04-28 01,61.0,59.0,93.12,6.0,10.0
2023-04-28 02,61.0,58.0,89.52,6.0,10.0
2023-04-28 03,60.0,58.5,94.29,5.5,0.5
2023-04-28 04,60.0,59.0,96.15,5.0,0.5
2023-04-28 05,60.2,59.0,95.56,5.75,0.31
2023-04-28 06,60.0,59.5,98.08,2.0,0.25
2023-04-28 07,61.0,59.0,93.12,0.0,0.5
2023-04-28 08,61.0,60.0,96.85,3.0,0.5
2023-04-28 09,61.0,60.0,96.85,3.0,0.5
2023-04-28 10,62.0,60.0,93.16,6.0,1.0
2023-04-28 11,62.0,60.0,93.16,4.0,2.0
2023-04-28 12,62.5,60.5,93.17,4.5,1.5
2023-04-28 13,63.5,61.5,93.36,4.5,8.0
2023-04-28 14,66.0,61.5,85.87,6.5,10.0
2023-04-28 15,69.0,61.0,75.71,7.5,10.0
2023-04-28 16,73.0,61.0,66.04,10.0,10.0
2023-04-28 17,74.5,60.0,60.93,9.5,10.0
2023-04-28 18,77.0,57.0,50.07,9.0,10.0
2023-04-28 19,76.0,56.0,49.91,11.0,10.0
2023-04-28 20,78.0,53.0,41.89,12.0,10.0
2023-04-28 21,78.0,55.0,44.9,11.0,10.0
2023-04-28 22,76.0,55.0,48.3,12.0,10.0
2023-04-28 23,73.0,52.0,47.69,8.0,10.0
2023-04-29 00,69.0,52.0,54.45,6.0,10.0
2023-04-29 01,68.0,52.0,56.55,8.0,10.0
2023-04-29 02,66.0,53.0,63.1,8.0,10.0
2023-04-29 03,64.0,54.0,69.92,7.0,10.0
2023-04-29 04,63.0,55.0,75.11,7.0,10.0
2023-04-29 05,62.0,55.0,77.53,8.0,10.0
2023-04-29 06,60.0,55.0,83.23,4.0,10.0
2023-04-29 07,59.0,55.0,86.56,7.0,10.0
2023-04-29 08,58.0,54.0,86.82,5.0,10.0
2023-04-29 09,58.0,54.0,86.82,4.0,10.0
2023-04-29 10,57.0,53.0,86.77,4.0,10.0
2023-04-29 11,60.0,54.0,80.25,3.0,10.0
2023-04-29 12,63.0,55.0,75.11,3.0,10.0
2023-04-29 13,66.0,55.0,67.64,0.0,10.0
2023-04-29 14,69.0,56.0,62.8,3.0,10.0
2023-04-29 15,71.0,56.0,58.65,4.0,10.0
2023-04-29 16,74.0,55.0,51.64,5.0,10.0
2023-04-29 17,74.0,55.0,51.64,6.0,10.0
2023-04-29 18,73.0,55.0,53.23,8.0,10.0
2023-04-29 19,73.0,55.0,53.23,6.0,10.0
2023-04-29 20,73.0,56.0,55.0,3.0,10.0
2023-04-29 21,73.0,56.0,55.0,4.0,10.0
2023-04-29 22,72.0,57.0,59.2,5.0,10.0
2023-04-29 23,71.0,57.0,61.04,7.0,10.0
2023-04-30 00,71.0,57.0,61.04,6.0,10.0
2023-04-30 01,65.0,62.0,90.64,6.0,8.0
2023-04-30 02,64.0,62.0,93.54,4.5,3.25
2023-04-30 03,64.0,62.0,93.54,5.0,6.5
2023-04-30 04,64.0,61.0,89.97,5.0,10.0
2023-04-30 05,63.0,60.0,90.25,8.0,10.0
2023-04-30 06,61.0,58.0,89.52,10.0,7.0
2023-04-30 07,60.0,57.4,90.93,9.8,3.8
2023-04-30 08,59.25,57.0,92.0,11.75,2.88
2023-04-30 09,59.0,57.1,93.4,6.0,4.0
2023-04-30 10,58.0,56.0,93.04,9.33,6.0
2023-04-30 11,58.0,56.0,93.04,9.0,5.0
2023-04-30 12,58.0,56.0,93.04,10.5,6.5
2023-04-30 13,58.6,56.2,91.61,10.8,4.2
2023-04-30 14,60.0,57.5,91.3,11.0,7.5
2023-04-30 15,64.33,57.33,78.04,12.33,10.0
2023-04-30 16,69.0,54.0,58.6,15.0,10.0
2023-04-30 17,71.0,50.0,47.23,18.0,10.0
2023-04-30 18,73.0,50.0,44.29,17.0,10.0
2023-04-30 19,72.0,47.0,40.79,20.0,10.0
2023-04-30 20,72.0,46.0,39.42,19.0,10.0
2023-04-30 21,69.0,39.0,33.25,22.0,10.0
2023-04-30 22,66.0,38.0,35.44,21.0,10.0
2023-04-30 23,63.0,37.0,37.99,15.0,10.0
2023-05-01 00,61.0,37.0,40.77,13.0,10.0
2023-05-01 01,60.0,38.0,43.61,11.0,10.0
2023-05-01 02,59.0,38.0,45.36,10.0,10.0
2023-05-01 03,57.0,38.0,48.73,9.0,10.0
2023-05-01 04,53.0,39.0,58.64,5.0,10.0
2023-05-01 05,54.0,40.0,58.76,5.0,10.0
2023-05-01 06,53.0,40.0,60.73,4.0,10.0
2023-05-01 07,52.0,40.0,63.24,7.0,10.0
2023-05-01 08,52.0,39.0,61.06,7.0,10.0
2023-05-01 09,52.0,40.0,63.24,8.0,10.0
2023-05-01 10,50.0,39.0,65.75,8.0,10.0
2023-05-01 11,52.0,39.0,61.06,8.0,10.0
2023-05-01 12,56.0,38.0,50.71,9.0,10.0
2023-05-01 13,59.0,38.0,45.36,12.0,10.0
2023-05-01 14,61.0,36.0,39.19,14.0,10.0
2023-05-01 15,63.0,35.0,35.24,14.0,10.0
2023-05-01 16,64.0,36.0,35.26,17.0,10.0
2023-05-01 17,65.0,33.0,30.44,17.0,10.0
2023-05-01 18,66.0,34.0,30.37,20.0,10.0
2023-05-01 19,67.0,32.0,27.17,17.0,10.0
2023-05-01 20,67.0,33.0,28.39,16.0,10.0
2023-05-01 21,67.0,33.0,28.39,17.0,10.0
2023-05-01 22,66.0,34.0,30.37,17.0,10.0
2023-05-01 23,64.0,30.0,27.71,13.0,10.0
2023-05-02 00,61.0,30.0,30.8,9.0,10.0
2023-05-02 01,59.0,32.0,35.87,8.0,10.0
2023-05-02 02,57.0,33.0,40.28,7.0,10.0
2023-05-02 03,56.0,33.0,41.92,9.0,10.0
2023-05-02 04,54.0,34.0,46.57,7.0,10.0
2023-05-02 05,53.0,34.0,48.13,10.0,10.0
2023-05-02 06,51.0,34.0,51.81,8.0,10.0
2023-05-02 07,50.0,34.0,53.97,8.0,10.0
2023-05-02 08,50.0,35.0,56.39,8.0,10.0
2023-05-02 09,50.0,35.0,56.39,8.0,10.0
2023-05-02 10,49.0,36.0,60.88,9.0,10.0
2023-05-02 11,51.0,37.0,58.36,8.0,10.0
2023-05-02 12,55.0,38.0,52.4,9.0,10.0
2023-05-02 13,60.0,38.0,43.61,13.0,10.0
2023-05-02 14,63.0,37.0,37.99,14.0,10.0
2023-05-02 15,65.0,36.0,34.17,14.0,10.0
2023-05-02 16,67.0,36.0,31.87,18.0,10.0
2023-05-02 17,70.0,34.0,26.46,22.0,10.0
2023-05-02 18,71.0,35.0,26.63,21.0,10.0
2023-05-02 19,72.0,35.0,25.83,18.0,10.0
2023-05-02 20,71.0,34.0,25.49,19.0,10.0
2023-05-02 21,71.0,35.0,26.63,18.0,10.0
2023-05-02 22,70.0,34.0,26.46,20.0,10.0
2023-05-02 23,68.0,34.0,28.34,12.0,10.0
2023-05-03 00,65.0,34.0,31.55,9.0,10.0
2023-05-03 01,62.0,34.0,34.81,13.0,10.0
2023-05-03 02,60.0,30.9,32.99,12.0,10.0
2023-05-03 03,58.0,30.9,35.69,10.0,10.0
2023-05-03 04,56.0,30.9,38.36,9.0,10.0
2023-05-03 05,55.0,30.9,39.63,12.0,10.0
2023-05-03 06,53.0,30.9,42.48,8.0,10.0
2023-05-03 07,51.0,32.0,47.81,8.0,10.0
2023-05-03 08,50.0,33.0,52.06,7.0,10.0
2023-05-03 09,49.0,33.0,54.24,6.0,10.0
2023-05-03 10,48.0,33.0,56.1,7.0,10.0
2023-05-03 11,51.0,34.0,51.81,9.0,10.0
2023-05-03 12,56.0,36.0,47.05,9.0,10.0
2023-05-03 13,61.0,33.0,34.91,13.0,10.0
2023-05-03 14,64.0,28.0,25.54,19.0,10.0
2023-05-03 15,66.0,28.0,23.82,15.0,10.0
2023-05-03 16,68.0,30.9,25.02,18.0,10.0
2023-05-03 17,69.0,32.0,25.18,18.0,10.0
2023-05-03 18,70.0,34.0,26.46,21.0,10.0
2023-05-03 19,71.0,35.0,26.63,14.0,10.0
2023-05-03 20,71.0,35.0,26.63,16.0,10.0
2023-05-03 21,71.0,36.0,27.6,13.0,10.0
2023-05-03 22,69.0,37.0,30.74,13.0,10.0
2023-05-03 23,67.0,37.0,33.16,14.0,10.0
2023-05-04 00,63.0,38.0,39.36,8.0,10.0
2023-05-04 01,61.0,40.0,45.67,5.0,10.0
2023-05-04 02,60.0,40.0,47.15,3.0,10.0
2023-05-04 03,57.0,41.0,54.99,5.0,10.0
2023-05-04 04,56.0,41.0,57.23,5.0,10.0
2023-05-04 05,54.0,41.0,61.32,7.0,10.0
2023-05-04 06,53.0,41.0,63.38,5.0,10.0
2023-05-04 07,51.0,41.0,68.23,6.0,10.0
2023-05-04 08,51.0,39.0,63.12,5.0,10.0
2023-05-04 09,50.0,40.0,68.1,4.0,10.0
2023-05-04 10,50.0,39.0,65.75,4.0,10.0
2023-05-04 11,52.0,41.0,66.0,4.0,10.0
2023-05-04 12,57.0,40.0,52.7,4.0,10.0
2023-05-04 13,62.0,39.0,42.41,3.0,10.0
2023-05-04 14,66.0,37.0,34.21,5.0,10.0
2023-05-04 15,68.0,40.0,35.76,4.0,10.0
2023-05-04 16,69.0,40.0,34.43,6.0,10.0
2023-05-04 17,71.0,39.0,31.05,9.0,10.0
2023-05-04 18,72.0,40.0,31.2,4.0,10.0
2023-05-04 19,73.0,40.0,30.16,6.0,10.0
2023-05-04 20,74.0,39.0,28.25,6.0,10.0
2023-05-04 21,74.0,41.0,30.54,7.0,10.0
2023-05-04 22,73.0,40.0,30.16,8.0,10.0
2023-05-04 23,71.0,41.0,33.57,8.0,10.0
2023-05-05 00,69.0,41.0,35.94,7.0,10.0
2023-05-05 01,66.0,43.0,43.2,6.0,10.0
2023-05-05 02,64.0,43.0,46.32,4.0,10.0
2023-05-05 03,63.0,44.0,50.03,3.0,10.0
2023-05-05 04,64.0,42.0,44.74,6.0,10.0
2023-05-05 05,62.0,42.0,47.83,0.0,10.0
2023-05-05 06,59.0,45.0,59.67,0.0,10.0
2023-05-05 07,58.0,47.0,66.7,0.0,10.0
2023-05-05 08,59.0,48.0,66.83,0.0,10.0
2023-05-05 09,60.0,47.0,61.65,3.0,10.0
2023-05-05 10,62.0,42.0,47.83,4.0,10.0
2023-05-05 11,61.0,47.0,59.71,0.0,10.0
2023-05-05 12,61.0,47.0,59.71,0.0,10.0
2023-05-05 13,62.0,46.0,55.51,5.0,10.0
2023-05-05 14,63.0,47.0,55.64,4.0,10.0
2023-05-05 15,64.0,49.0,57.91,3.0,9.0
2023-05-05 16,64.0,49.0,57.91,5.0,9.0
2023-05-05 17,63.0,52.0,67.29,4.0,8.0
2023-05-05 18,62.0,54.0,74.75,3.0,9.0
2023-05-05 19,62.0,53.0,72.33,4.0,9.0
2023-05-05 20,62.0,55.0,77.53,4.0,10.0
2023-05-05 21,62.0,55.0,77.53,6.0,10.0
2023-05-05 22,61.0,55.0,80.61,7.0,10.0
2023-05-05 23,61.0,55.0,80.61,8.0,10.0
2023-05-06 00,60.0,54.0,80.25,6.0,10.0
2023-05-06 01,60.0,54.0,80.25,10.0,10.0
2023-05-06 02,60.0,54.0,80.25,8.0,10.0
2023-05-06 03,60.0,54.0,80.25,6.0,10.0
2023-05-06 04,59.0,54.0,83.46,6.0,10.0
2023-05-06 05,60.0,54.0,80.25,4.0,10.0
2023-05-06 06,60.0,54.0,80.25,5.0,10.0
2023-05-06 07,60.0,54.0,80.25,4.0,10.0
2023-05-06 08,60.0,54.0,80.25,6.0,10.0
2023-05-06 09,60.0,55.0,83.23,5.0,10.0
2023-05-06 10,59.0,55.0,86.56,8.0,10.0
2023-05-06 11,60.4,55.7,84.18,7.0,10.0
2023-05-06 12,60.0,55.0,83.23,7.0,10.0
2023-05-06 13,61.5,55.5,80.41,7.5,10.0
2023-05-06 14,67.0,57.0,70.49,9.0,10.0
2023-05-06 15,69.0,58.0,67.5,8.0,10.0
2023-05-06 16,72.0,59.0,63.61,7.0,10.0
2023-05-06 17,73.5,59.0,60.58,7.5,10.0
2023-05-06 18,73.5,57.5,57.3,8.5,10.0
2023-05-06 19,75.0,58.0,55.28,9.0,10.0
2023-05-06 20,75.0,58.0,55.28,6.0,10.0
2023-05-06 21,74.0,58.0,57.36,7.0,10.0
2023-05-06 22,74.0,58.0,57.36,8.0,10.0
2023-05-06 23,72.0,58.0,61.15,7.0,10.0
2023-05-07 00,71.0,59.0,65.58,7.0,10.0
2023-05-07 01,70.0,60.0,70.81,6.0,10.0
2023-05-07 02,68.0,59.0,72.92,6.0,10.0
2023-05-07 03,67.0,59.0,75.74,4.0,10.0
2023-05-07 04,65.0,59.0,81.19,0.0,10.0
2023-05-07 05,64.0,59.0,83.78,0.0,10.0
2023-05-07 06,63.0,59.0,86.77,3.0,10.0
2023-05-07 07,62.0,58.0,86.11,5.0,10.0
2023-05-07 08,61.0,58.0,89.52,0.0,10.0
2023-05-07 09,61.0,58.0,89.52,3.0,10.0
2023-05-07 10,61.0,58.0,89.52,5.0,10.0
2023-05-07 11,62.0,59.0,89.57,4.0,10.0
2023-05-07 12,66.0,59.0,78.14,7.0,10.0
2023-05-07 13,68.0,60.0,75.84,4.0,10.0
2023-05-07 14,71.0,60.0,68.21,7.0,10.0
2023-05-07 15,74.0,61.0,64.07,4.0,10.0
2023-05-07 16,77.0,63.0,62.0,6.0,10.0
2023-05-07 17,78.0,63.0,59.78,5.0,10.0
2023-05-07 18,80.0,64.0,57.98,7.0,10.0
2023-05-07 19,81.0,64.0,56.3,6.0,10.0
2023-05-07 20,83.0,64.0,52.93,8.0,10.0
2023-05-07 21,82.0,64.0,54.5,9.0,10.0
2023-05-07 22,81.0,63.0,54.36,8.0,10.0
2023-05-07 23,79.0,64.0,60.11,6.0,10.0
2023-05-08 00,77.0,64.0,64.21,7.0,10.0
2023-05-08 01,74.0,64.0,71.21,4.0,10.0
2023-05-08 02,73.0,64.0,73.4,3.0,9.0
2023-05-08 03,72.0,64.0,75.92,0.0,10.0
2023-05-08 04,71.0,63.0,75.58,0.0,10.0
2023-05-08 05,70.0,63.0,78.46,4.0,10.0
2023-05-08 06,71.0,63.0,75.58,10.0,10.0
2023-05-08 07,69.0,61.0,75.93,8.5,10.0
2023-05-08 08,68.0,60.0,75.84,5.0,10.0
2023-05-08 09,68.0,61.0,78.3,3.0,10.0
2023-05-08 10,67.0,62.0,84.56,0.0,10.0
2023-05-08 11,67.33,62.0,83.51,7.33,7.33
2023-05-08 12,68.0,62.67,83.17,4.67,10.0
2023-05-08 13,71.0,65.0,80.78,7.0,9.0
2023-05-08 14,76.0,66.0,71.41,8.0,10.0
2023-05-08 15,79.0,65.0,62.03,12.0,10.0
2023-05-08 16,81.0,66.0,60.37,8.0,10.0
2023-05-08 17,84.0,65.0,52.71,12.0,10.0
